@39GAF6DQWSEE37QZCKQ809GH09Y1VO@|@3TLFH2L6Y923SG6D0RL5GQ7DTFL2T2@|@A36K4ELT4YH00L@|@b3@|@{"unassigned":[],"if_block":[{"name":"hasTemperature","variables":[{"varnum":"0","type":"variable","val":"C"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"38"}]},{"name":"TemperatureOfTunnel","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"B"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"B"},{"varnum":"1","type":"variable","val":"C"}]}],"then_block":[{"name":"evacuate","variables":[{"varnum":"0","type":"variable","val":"A"}]}]}@
@3HL8HNGX46F7WF74GI0XXTVEARY9FH@|@3L60IFZKF3WH2XI0JI7NPBAR748HHP@|@AJFVK3O1D7SPE@|@b9@|@{"unassigned":[],"if_block":[{"name":"ObservationInTunnel","variables":[{"varnum":"0","type":"http://www.w3.org/2001/XMLSchema#string","val":"flooded"},{"varnum":"1","type":"variable","val":"A"}]},{"name":"hasClass","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"URI","val":"http://example.com/Tunnel"}]}],"then_block":[{"name":"evacuate","variables":[{"varnum":"0","type":"variable","val":"A"}]}]}@
@3FTOP5WARG255N5NZC8PJGMD0ULJ0I@|@372AGES0I4JRDHWIKR13610RI3OXRU@|@A1ELPYAFO7MANS@|@a8@|@{"unassigned":[{"name":"ObservationInTunnel","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"X"}]}],"if_block":[],"then_block":[]}@
@39ZSFO5CA9ALL9H3XJM98NAKGJOUJV@|@3UEDKCTP9V4BBYDWCUO8BQ1PLIG7KH@|@A220IYK8HMQK38@|@b6@|@{"unassigned":[],"if_block":[{"name":"PersonInLocation","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"B"}]},{"name":"LocationInLocation","variables":[{"varnum":"0","type":"variable","val":"B"},{"varnum":"1","type":"variable","val":"C"}]},{"name":"hasClass","variables":[{"varnum":"0","type":"http://www.w3.org/2001/XMLSchema#string","val":"Engine Room "},{"varnum":"1","type":"URI","val":"http://example.com/Place"}]},{"name":"hasClass","variables":[{"varnum":"0","type":"http://www.w3.org/2001/XMLSchema#string","val":"Ship"},{"varnum":"1","type":"URI","val":"http://example.com/Place"}]}],"then_block":[{"name":"recall","variables":[{"varnum":"0","type":"variable","val":"A"}]}]}@
@39O5D9O87U6EE1YE879MYA7PDMVC3R@|@3X52SWXE0XJ8IF29SPFMFNNY90GCWB@|@AK07N9AFX9LPA@|@b8@|@"coal truck"@
@3RYC5T2D747PRSSKO2WO089CIJRRPP@|@3ZXNP4Z39RZMV4VEXU09QQE4AIL7LK@|@AJFVK3O1D7SPE@|@b7@|@"methane levels"@
@3GFK2QRXXAVQ6ERN3HXGP1CCJY5W5B@|@3SCKNODZ0XUCJ4YZ97GO3IITFDL7NM@|@A1ELPYAFO7MANS@|@a3@|@{"unassigned":[{"name":"TemperatureOfTunnel","variables":[{"varnum":"0","type":"variable","val":"X"},{"varnum":"1","type":"variable","val":"B"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"B"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"38"}]}],"if_block":[],"then_block":[]}@
@3LEIZ60CDKDD1WY4HUU40LBWMWSZ9V@|@3G57RS03HHJ17EVNZV37DA1ZDCZ52E@|@A1ELPYAFO7MANS@|@a4@|@{"unassigned":[{"name":"PersonInLocation","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"X"}]},{"name":"CarbonMonoxideOfLocation","variables":[{"varnum":"0","type":"variable","val":"X"},{"varnum":"1","type":"variable","val":"B"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"B"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"68"}]}],"if_block":[],"then_block":[]}@
@3TXD01ZLD5VVIRYIUCZ52LL1YMY4UE@|@3I7SHAD35MA61MDZX61OQ3TTANB7MM@|@AJFVK3O1D7SPE@|@b1@|@{"unassigned":[],"if_block":[{"name":"fire","variables":[{"varnum":"0","type":"variable","val":"A"}]},{"name":"hasClass","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"URI","val":"http://example.com/Tunnel"}]},{"name":"subClass","variables":[{"varnum":"0","type":"URI","val":"example:MainTunnel"},{"varnum":"1","type":"URI","val":"example:Tunnel"}]}],"then_block":[{"name":"fullEvacuation","variables":[]}]}@
@3Z4GS9HPNWOQ3345J241V5RRHDS770@|@3FBEFUUYRKJMVLQ5HT6RBYYXLV2A66@|@AJFVK3O1D7SPE@|@a7@|@"methane levels"@
@3RJSC4XJ118XYOQ2AA4VI638ITR05E@|@3BAWBGQGYLDPR978BY2FDZC61GMV7Q@|@A1ELPYAFO7MANS@|@b4@|@"activate the ventilation in that tunnel"@
@3OWEPKL08AQF6OWSZ9LQR2DHHSXN7R@|@3L60IFZKF3WH2XI0JI7NPBAR748HHP@|@A1ELPYAFO7MANS@|@b9@|@{"unassigned":[],"if_block":[{"name":"ObservationInTunnel","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"B"}]}],"then_block":[{"name":"evacuate","variables":[{"varnum":"0","type":"variable","val":"B"}]}]}@
@34Z02EIMITRZJQ1SB6MTLM9MYWCT0X@|@37Y5RYYI0PJ3EWWVZG18WB5N457XSI@|@AJFVK3O1D7SPE@|@b5@|@{"unassigned":[],"if_block":[{"name":"TemperatureOfMainTunnel","variables":[{"varnum":"0","type":"http://www.w3.org/2001/XMLSchema#string","val":"main escape tunnel"},{"varnum":"1","type":"variable","val":"A"}]},{"name":"triple","variables":[{"varnum":"0","type":"URI","val":"example:MainTunnel"},{"varnum":"1","type":"URI","val":"rdfs:label"},{"varnum":"2","type":"http://www.w3.org/2001/XMLSchema#string","val":"main escape tunnel"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"38"}]}],"then_block":[{"name":"fullEvacuation","variables":[]}]}@
@3NJM2BJS4XKLLQ31656TBDAQIIPPCI@|@3FBEFUUYRKJMVLQ5HT6RBYYXLV2A66@|@A1ELPYAFO7MANS@|@a7@|@{"unassigned":[{"name":"ObservationInMainTunnel","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"X"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"183"}]}],"if_block":[],"then_block":[]}@
@37TD41K0AINIYIJTYMAN6IF152WSC1@|@3G9UA71JVV8G0E7EU9OWAB1C6TG7JI@|@A1ELPYAFO7MANS@|@b0@|@{"unassigned":[],"if_block":[{"name":"PersonInTunnel","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"variable","val":"B"}]},{"name":"TunnelInGeofencedArea","variables":[{"varnum":"0","type":"variable","val":"B"},{"varnum":"1","type":"variable","val":"C"}]}],"then_block":[{"name":"recall","variables":[{"varnum":"0","type":"variable","val":"A"}]}]}@
@3E7TUJ2EGD0AYVT8PC579TSTYEH9D5@|@37VUR2VJ6A3FHEM6V1Q1MXX4DN7C1C@|@AK07N9AFX9LPA@|@a3@|@"temperature "@
@32XVDSJFP0B225EMHWPVIW791M2M2B@|@3YD0MU1NC2F5ZL4A03BJHCYTG6MA75@|@A1ELPYAFO7MANS@|@a10@|@" temperature outside the mine."@
@33PPUNGG39JJ5WUQBBUQR6BQSIZRZB@|@3X52SWXE0XJ8IF29SPFMFNNY90GCWB@|@A2BV0CQQ93LTBP@|@b8@|@"tunnel"@
@3YGXWBAF71VZWXHI8LE58FZVRMS4C5@|@3QGTX7BCHPGRDPYZO2CL0LB6YLXZ5F@|@A16MUJIZLQCSOM@|@b4@|@"and there is a person there"@
@3LEIZ60CDKDD1WY4HUU40LBWMWUZ9X@|@3T2EL38U0MYR1GHI7CC31BQMMHMXQT@|@A1ELPYAFO7MANS@|@a6@|@{"unassigned":[{"name":"CarbonMonoxideOfLocation","variables":[{"varnum":"0","type":"variable","val":"X"},{"varnum":"1","type":"variable","val":"A"}]},{"name":">","variables":[{"varnum":"0","type":"variable","val":"A"},{"varnum":"1","type":"http://www.w3.org/2001/XMLSchema#decimal","val":"85"}]}],"if_block":[],"then_block":[]}@
